epochs,fold1,fold2,fold3,fold4,fold5,fold6,fold7,fold8,fold9,fold10,avg
29,0.9802191257476807,0.9775981903076172,0.9667317867279053,0.9662783741950989,0.9722190499305725,0.9695743918418884,0.9733672738075256,0.9763755798339844,0.9814450144767761,0.9717423915863037,0.9735551178455353
30,0.981450617313385,0.9800431728363037,0.9704607725143433,0.9664772748947144,0.9674551486968994,0.9716246128082275,0.9665162563323975,0.9774036407470703,0.9835608601570129,0.9709535241127014,0.9735945880413055
31,0.9820950627326965,0.9811980128288269,0.9729896187782288,0.9658234715461731,0.9637109041213989,0.9700467586517334,0.9700132012367249,0.9760317206382751,0.9857397079467773,0.970123291015625,0.973777174949646
32,0.9817991256713867,0.9813692569732666,0.9804691672325134,0.9752978086471558,0.9702671766281128,0.9708558320999146,0.9725849628448486,0.9772851467132568,0.9878789186477661,0.9720458984375,0.9769853293895722
33,0.980179488658905,0.9809989929199219,0.9812104105949402,0.9820162653923035,0.9740205407142639,0.978251576423645,0.9761946797370911,0.9735704064369202,0.9891109466552734,0.9800213575363159,0.979557466506958
34,0.9787201285362244,0.9794438481330872,0.9784619212150574,0.9840238094329834,0.9720488786697388,0.9817090630531311,0.9815675020217896,0.9807869791984558,0.9894644618034363,0.9844381809234619,0.9810664772987365
35,0.9754809141159058,0.9769250154495239,0.9821484088897705,0.9861181974411011,0.970026433467865,0.9838371276855469,0.9833967685699463,0.9881335496902466,0.9866976141929626,0.9866568446159363,0.9819420874118805
36,0.974877119064331,0.9724798202514648,0.9820228219032288,0.9873214364051819,0.9718544483184814,0.9851820468902588,0.9830425977706909,0.9904248714447021,0.9810968041419983,0.9877360463142395,0.9816038012504578
37,0.9818507432937622,0.9737529754638672,0.9787899851799011,0.9872796535491943,0.977593719959259,0.9851902723312378,0.9800981879234314,0.9919149875640869,0.9835690259933472,0.9886090755462646,0.9828648626804352
38,0.984612226486206,0.9852409362792969,0.9861804246902466,0.9855706691741943,0.9784395694732666,0.982880175113678,0.9748398661613464,0.9930474758148193,0.9863812923431396,0.9893605709075928,0.9846553206443787
39,0.9834529161453247,0.9873929619789124,0.9899676442146301,0.9769284725189209,0.976054310798645,0.9801055192947388,0.973588228225708,0.9938137531280518,0.9868133068084717,0.9889298677444458,0.9837046980857849
40,0.9826240539550781,0.9900693893432617,0.991997480392456,0.9706704020500183,0.980850100517273,0.9876543879508972,0.9781489968299866,0.9941838383674622,0.9886772632598877,0.9852901101112366,0.9850166022777558
41,0.9793988466262817,0.9916872382164001,0.9919173121452332,0.9815210700035095,0.9866403937339783,0.9893313646316528,0.9878847599029541,0.9942479729652405,0.9840946197509766,0.9724513292312622,0.9859174907207489
42,0.9740645289421082,0.9922624230384827,0.9914448261260986,0.9809840321540833,0.9866032004356384,0.9895724058151245,0.9872351884841919,0.9942753314971924,0.9798485636711121,0.9736314415931702,0.9849921941757203
43,0.9839698076248169,0.9923429489135742,0.9900181889533997,0.9820775985717773,0.9871136546134949,0.9897950291633606,0.9893893003463745,0.9947249889373779,0.9843807220458984,0.981781005859375,0.9875593245029449
44,0.9882622957229614,0.9923493266105652,0.9874958395957947,0.9760968089103699,0.986669659614563,0.9905786514282227,0.988622784614563,0.9948557615280151,0.9942031502723694,0.9849762320518494,0.9884110510349273
45,0.9904707670211792,0.9917757511138916,0.9858760833740234,0.9671410322189331,0.9841225147247314,0.9916566014289856,0.9847056269645691,0.993859589099884,0.9961464405059814,0.9892570972442627,0.9875011503696441
46,0.993854820728302,0.9895195364952087,0.97933429479599,0.9808852672576904,0.9775559902191162,0.991331934928894,0.9876369833946228,0.9907042980194092,0.9964418411254883,0.9926683902740479,0.9879933357238769
47,0.9953226447105408,0.9854822158813477,0.9895779490470886,0.9813522696495056,0.9737837910652161,0.9924204349517822,0.9916743040084839,0.9856455326080322,0.9962707161903381,0.9938905239105225,0.9885420382022858
48,0.9961245656013489,0.9799109697341919,0.9904311299324036,0.9788844585418701,0.9860060214996338,0.9925090074539185,0.9928703308105469,0.9849720001220703,0.9955704212188721,0.9946976900100708,0.9891976594924927
49,0.9967612028121948,0.9779112339019775,0.9909918308258057,0.975422739982605,0.9827392101287842,0.9913449883460999,0.99379563331604,0.9877442121505737,0.9936596751213074,0.9952494502067566,0.9885620176792145
50,0.9972867965698242,0.9875278472900391,0.9954577684402466,0.9657960534095764,0.9820935130119324,0.9906866550445557,0.9931843280792236,0.9913711547851562,0.9885144829750061,0.995173454284668,0.9887092053890228
